Info 0    [16:09:46.090] Starting TS Server
Info 584  [16:12:01.851] forEachExternalModuleToImportFrom: filtered out 0 modules by package.json contents
Info 585  [16:12:01.858] getSymbolsFromOtherSourceFileExports: 8.752385020256042
Info 586  [16:12:01.859] getCompletionData: Semantic work: 11.954834938049316
Info 587  [16:12:01.861] getCompletionData: Get current token: 0.025905966758728027
Info 588  [16:12:01.861] getCompletionData: Is inside comment: 0.009230971336364746
Info 589  [16:12:01.861] getCompletionData: Get previous token 1: 0.04670000076293945
Info 590  [16:12:01.861] getCompletionData: Get previous token 2: 0.03870999813079834
Info 591  [16:12:01.861] getCompletionsAtPosition: isCompletionListBlocker: 0.013416051864624023
Info 592  [16:12:01.863] getSymbolsFromOtherSourceFileExports: Recomputing list for details entry
Info 593  [16:12:01.864] forEachExternalModuleToImportFrom: filtered out 0 modules by package.json contents
Info 594  [16:12:01.874] getSymbolsFromOtherSourceFileExports: 10.239516019821167
Info 595  [16:12:01.874] getCompletionData: Semantic work: 12.62190294265747
Info 596  [16:12:02.428] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 597  [16:12:02.435] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 83 structureChanged: false Elapsed: 6.769893050193787ms
Info 598  [16:12:02.435] Different program with same set of files:: structureIsReused:: 2
Info 599  [16:12:02.436] getCompletionData: Get current token: 0.009387016296386719
Info 600  [16:12:02.436] getCompletionData: Is inside comment: 0.03730499744415283
Info 601  [16:12:02.436] getCompletionData: Get previous token 1: 0.028332948684692383
Info 602  [16:12:02.436] getCompletionsAtPosition: isCompletionListBlocker: 0.007375001907348633
Info 603  [16:12:02.437] getCompletionData: Semantic work: 1.0751750469207764
Info 604  [16:12:02.438] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 0.7747889757156372
Info 605  [16:12:02.784] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 606  [16:12:02.787] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 84 structureChanged: false Elapsed: 3.5771989822387695ms
Info 607  [16:12:02.787] Different program with same set of files:: structureIsReused:: 2
Info 608  [16:12:03.558] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 609  [16:12:03.564] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 85 structureChanged: false Elapsed: 6.2695289850234985ms
Info 610  [16:12:03.564] Different program with same set of files:: structureIsReused:: 2
Info 611  [16:12:03.564] getCompletionData: Get current token: 0.027103066444396973
Info 612  [16:12:03.564] getCompletionData: Is inside comment: 0.007728099822998047
Info 613  [16:12:03.565] getCompletionData: Get previous token 1: 0.04240989685058594
Info 614  [16:12:03.565] getCompletionsAtPosition: isCompletionListBlocker: 0.005478024482727051
Info 615  [16:12:03.565] getCompletionData: Semantic work: 0.723114013671875
Info 616  [16:12:03.575] getCompletionData: Get current token: 0.022544026374816895
Info 617  [16:12:03.575] getCompletionData: Is inside comment: 0.010743975639343262
Info 618  [16:12:03.575] getCompletionData: Get previous token 1: 0.042060017585754395
Info 619  [16:12:03.575] getCompletionsAtPosition: isCompletionListBlocker: 0.004405021667480469
Info 620  [16:12:03.575] getCompletionData: Semantic work: 0.3749769926071167
Info 621  [16:12:05.546] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 622  [16:12:05.550] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 86 structureChanged: false Elapsed: 3.8944979906082153ms
Info 623  [16:12:05.550] Different program with same set of files:: structureIsReused:: 2
Info 624  [16:12:05.836] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 625  [16:12:05.839] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 87 structureChanged: false Elapsed: 3.6530189514160156ms
Info 626  [16:12:05.839] Different program with same set of files:: structureIsReused:: 2
Info 627  [16:12:07.030] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 628  [16:12:07.035] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 88 structureChanged: false Elapsed: 3.8367339372634888ms
Info 629  [16:12:07.035] Different program with same set of files:: structureIsReused:: 2
Info 630  [16:12:07.036] getCompletionData: Get current token: 0.00814199447631836
Info 631  [16:12:07.036] getCompletionData: Is inside comment: 0.03100895881652832
Info 632  [16:12:07.036] getCompletionData: Get previous token 1: 0.018712997436523438
Info 633  [16:12:07.037] getCompletionData: Get previous token 2: 0.13302600383758545
Info 634  [16:12:07.037] getCompletionsAtPosition: isCompletionListBlocker: 0.02678203582763672
Info 635  [16:12:07.040] getSymbolsFromOtherSourceFileExports: Using cached list
Info 636  [16:12:07.041] getCompletionData: Semantic work: 4.16074001789093
Info 637  [16:12:07.049] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 8.012755036354065
Info 638  [16:12:07.865] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 639  [16:12:07.869] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 89 structureChanged: false Elapsed: 3.4473299980163574ms
Info 640  [16:12:07.869] Different program with same set of files:: structureIsReused:: 2
Info 641  [16:12:08.242] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 642  [16:12:08.245] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 90 structureChanged: false Elapsed: 3.045063018798828ms
Info 643  [16:12:08.245] Different program with same set of files:: structureIsReused:: 2
Info 644  [16:12:08.274] getCompletionData: Get current token: 0.0070160627365112305
Info 645  [16:12:08.274] getCompletionData: Is inside comment: 0.025076985359191895
Info 646  [16:12:08.274] getCompletionData: Get previous token 1: 0.01713097095489502
Info 647  [16:12:08.274] getCompletionsAtPosition: isCompletionListBlocker: 0.004999995231628418
Info 648  [16:12:08.276] getCompletionData: Semantic work: 1.3154700994491577
Info 649  [16:12:08.276] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 0.002467036247253418
Info 650  [16:12:11.038] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 651  [16:12:11.042] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 91 structureChanged: false Elapsed: 4.794041991233826ms
Info 652  [16:12:11.043] Different program with same set of files:: structureIsReused:: 2
Info 653  [16:12:13.171] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 654  [16:12:13.175] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 92 structureChanged: false Elapsed: 3.4433239698410034ms
Info 655  [16:12:13.175] Different program with same set of files:: structureIsReused:: 2
Info 656  [16:12:14.166] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 657  [16:12:14.169] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 93 structureChanged: false Elapsed: 3.0184500217437744ms
Info 658  [16:12:14.169] Different program with same set of files:: structureIsReused:: 2
Info 659  [16:12:14.895] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 660  [16:12:14.899] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 94 structureChanged: false Elapsed: 3.6222729682922363ms
Info 661  [16:12:14.899] Different program with same set of files:: structureIsReused:: 2
Info 662  [16:12:15.222] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 663  [16:12:15.229] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 95 structureChanged: false Elapsed: 6.114423990249634ms
Info 664  [16:12:15.229] Different program with same set of files:: structureIsReused:: 2
Info 665  [16:12:15.257] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 666  [16:12:15.261] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 96 structureChanged: false Elapsed: 3.6730000972747803ms
Info 667  [16:12:15.261] Different program with same set of files:: structureIsReused:: 2
Info 668  [16:12:15.308] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 669  [16:12:15.315] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 97 structureChanged: false Elapsed: 6.685797929763794ms
Info 670  [16:12:15.315] Different program with same set of files:: structureIsReused:: 2
Info 671  [16:12:15.468] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 672  [16:12:15.472] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 98 structureChanged: false Elapsed: 3.408298969268799ms
Info 673  [16:12:15.472] Different program with same set of files:: structureIsReused:: 2
Info 674  [16:12:15.569] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 675  [16:12:15.576] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 99 structureChanged: false Elapsed: 6.209378957748413ms
Info 676  [16:12:15.576] Different program with same set of files:: structureIsReused:: 2
Info 677  [16:12:15.658] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 678  [16:12:15.662] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 100 structureChanged: false Elapsed: 4.192690014839172ms
Info 679  [16:12:15.662] Different program with same set of files:: structureIsReused:: 2
Info 680  [16:12:15.708] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 681  [16:12:15.711] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 101 structureChanged: false Elapsed: 3.2173709869384766ms
Info 682  [16:12:15.712] Different program with same set of files:: structureIsReused:: 2
Info 683  [16:12:15.921] getCompletionData: Get current token: 0.010685086250305176
Info 684  [16:12:15.921] getCompletionData: Is inside comment: 0.0062400102615356445
Info 685  [16:12:15.921] getCompletionData: Get previous token 1: 0.030619025230407715
Info 686  [16:12:15.921] getCompletionData: Get previous token 2: 0.026843905448913574
Info 687  [16:12:15.921] getCompletionsAtPosition: isCompletionListBlocker: 0.069985032081604
Info 688  [16:12:15.924] getSymbolsFromOtherSourceFileExports: Using cached list
Info 689  [16:12:15.925] getCompletionData: Semantic work: 3.7559590339660645
Info 690  [16:12:15.930] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 4.173954010009766
Info 691  [16:12:16.514] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 692  [16:12:16.519] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 102 structureChanged: false Elapsed: 4.437299013137817ms
Info 693  [16:12:16.519] Different program with same set of files:: structureIsReused:: 2
Info 694  [16:12:16.796] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 695  [16:12:16.800] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 103 structureChanged: false Elapsed: 3.97394597530365ms
Info 696  [16:12:16.800] Different program with same set of files:: structureIsReused:: 2
Info 697  [16:12:17.063] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 698  [16:12:17.067] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 104 structureChanged: false Elapsed: 3.331305980682373ms
Info 699  [16:12:17.067] Different program with same set of files:: structureIsReused:: 2
Info 700  [16:12:19.587] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 701  [16:12:19.593] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 105 structureChanged: false Elapsed: 6.225589036941528ms
Info 702  [16:12:19.593] Different program with same set of files:: structureIsReused:: 2
Info 703  [16:12:20.187] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 704  [16:12:20.192] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 106 structureChanged: false Elapsed: 5.07357394695282ms
Info 705  [16:12:20.192] Different program with same set of files:: structureIsReused:: 2
Info 706  [16:12:20.592] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 707  [16:12:20.595] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 107 structureChanged: false Elapsed: 3.397084951400757ms
Info 708  [16:12:20.595] Different program with same set of files:: structureIsReused:: 2
Info 709  [16:12:21.253] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 710  [16:12:21.257] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 108 structureChanged: false Elapsed: 3.931994915008545ms
Info 711  [16:12:21.257] Different program with same set of files:: structureIsReused:: 2
Info 712  [16:12:21.915] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 713  [16:12:21.918] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 109 structureChanged: false Elapsed: 3.3531060218811035ms
Info 714  [16:12:21.918] Different program with same set of files:: structureIsReused:: 2
Info 715  [16:12:21.919] getCompletionData: Get current token: 0.020411968231201172
Info 716  [16:12:21.920] getCompletionData: Is inside comment: 0.06394302845001221
Info 717  [16:12:21.920] Returning an empty list because completion was inside a regular comment or plain text part of a JsDoc comment.
Info 718  [16:12:22.994] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 719  [16:12:22.997] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 110 structureChanged: false Elapsed: 3.6195240020751953ms
Info 720  [16:12:22.997] Different program with same set of files:: structureIsReused:: 2
Info 721  [16:12:26.279] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 722  [16:12:26.290] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 111 structureChanged: false Elapsed: 10.501652002334595ms
Info 723  [16:12:26.290] Different program with same set of files:: structureIsReused:: 2
Info 724  [16:12:27.441] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 725  [16:12:27.446] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 112 structureChanged: false Elapsed: 5.162171959877014ms
Info 726  [16:12:27.447] Different program with same set of files:: structureIsReused:: 2
Info 727  [16:12:28.088] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 728  [16:12:28.094] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 113 structureChanged: false Elapsed: 5.72915506362915ms
Info 729  [16:12:28.094] Different program with same set of files:: structureIsReused:: 2
Info 730  [16:12:28.781] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 731  [16:12:28.785] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 114 structureChanged: false Elapsed: 3.969941020011902ms
Info 732  [16:12:28.786] Different program with same set of files:: structureIsReused:: 2
Info 733  [16:12:29.097] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 734  [16:12:29.101] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 115 structureChanged: false Elapsed: 4.029001951217651ms
Info 735  [16:12:29.101] Different program with same set of files:: structureIsReused:: 2
Info 736  [16:12:30.003] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 737  [16:12:30.008] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 116 structureChanged: false Elapsed: 4.293712019920349ms
Info 738  [16:12:30.008] Different program with same set of files:: structureIsReused:: 2
Info 739  [16:12:30.789] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 740  [16:12:30.793] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 117 structureChanged: false Elapsed: 3.8742250204086304ms
Info 741  [16:12:30.793] Different program with same set of files:: structureIsReused:: 2
Info 742  [16:12:30.794] getCompletionData: Get current token: 0.017318010330200195
Info 743  [16:12:30.794] getCompletionData: Is inside comment: 0.07503402233123779
Info 744  [16:12:30.794] Returning an empty list because completion was inside a regular comment or plain text part of a JsDoc comment.
Info 745  [16:12:34.389] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 746  [16:12:34.394] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 118 structureChanged: false Elapsed: 4.724790096282959ms
Info 747  [16:12:34.394] Different program with same set of files:: structureIsReused:: 2
Info 748  [16:12:34.689] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 749  [16:12:34.695] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 119 structureChanged: false Elapsed: 5.011183977127075ms
Info 750  [16:12:34.695] Different program with same set of files:: structureIsReused:: 2
Info 751  [16:12:34.698] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 752  [16:12:34.705] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 120 structureChanged: false Elapsed: 4.762695908546448ms
Info 753  [16:12:34.705] Different program with same set of files:: structureIsReused:: 2
Info 754  [16:12:35.254] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 755  [16:12:35.261] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 121 structureChanged: false Elapsed: 6.629173994064331ms
Info 756  [16:12:35.261] Different program with same set of files:: structureIsReused:: 2
Info 757  [16:12:35.275] getCompletionData: Get current token: 0.021266937255859375
Info 758  [16:12:35.276] getCompletionData: Is inside comment: 0.009517073631286621
Info 759  [16:12:35.276] getCompletionData: Get previous token 1: 0.057340025901794434
Info 760  [16:12:35.276] getCompletionData: Get previous token 2: 0.0550379753112793
Info 761  [16:12:35.276] getCompletionsAtPosition: isCompletionListBlocker: 0.45261096954345703
Info 762  [16:12:35.283] getSymbolsFromOtherSourceFileExports: Using cached list
Info 763  [16:12:35.286] getCompletionData: Semantic work: 6.937082052230835
Info 764  [16:12:35.299] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 9.318060040473938
Info 765  [16:12:35.309] getCompletionData: Get current token: 0.017371058464050293
Info 766  [16:12:35.309] getCompletionData: Is inside comment: 0.008351922035217285
Info 767  [16:12:35.309] getCompletionData: Get previous token 1: 0.043630003929138184
Info 768  [16:12:35.309] getCompletionData: Get previous token 2: 0.05146908760070801
Info 769  [16:12:35.309] getCompletionsAtPosition: isCompletionListBlocker: 0.019703984260559082
Info 770  [16:12:35.312] getSymbolsFromOtherSourceFileExports: Using cached list
Info 771  [16:12:35.313] getCompletionData: Semantic work: 3.140682101249695
Info 772  [16:12:35.323] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 9.908121943473816
Info 773  [16:12:35.336] getCompletionData: Get current token: 0.01450502872467041
Info 774  [16:12:35.336] getCompletionData: Is inside comment: 0.009554028511047363
Info 775  [16:12:35.336] getCompletionData: Get previous token 1: 0.042437076568603516
Info 776  [16:12:35.336] getCompletionData: Get previous token 2: 0.046096086502075195
Info 777  [16:12:35.336] getCompletionsAtPosition: isCompletionListBlocker: 0.014665007591247559
Info 778  [16:12:35.343] getSymbolsFromOtherSourceFileExports: Using cached list
Info 779  [16:12:35.343] getCompletionData: Semantic work: 6.931575059890747
Info 780  [16:12:35.377] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 32.24875497817993
Info 781  [16:12:35.385] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 782  [16:12:35.392] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 122 structureChanged: false Elapsed: 5.117431044578552ms
Info 783  [16:12:35.392] Different program with same set of files:: structureIsReused:: 2
Info 784  [16:12:35.393] getCompletionData: Get current token: 0.018687009811401367
Info 785  [16:12:35.393] getCompletionData: Is inside comment: 0.043350934982299805
Info 786  [16:12:35.393] getCompletionData: Get previous token 1: 0.055137038230895996
Info 787  [16:12:35.393] getCompletionData: Get previous token 2: 0.04939103126525879
Info 788  [16:12:35.393] getCompletionsAtPosition: isCompletionListBlocker: 0.014985918998718262
Info 789  [16:12:35.419] getSymbolsFromOtherSourceFileExports: Using cached list
Info 790  [16:12:35.420] getCompletionData: Semantic work: 26.135284066200256
Info 791  [16:12:35.431] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 4.526515007019043
Info 792  [16:12:35.438] getCompletionData: Get current token: 0.00887608528137207
Info 793  [16:12:35.438] getCompletionData: Is inside comment: 0.006208062171936035
Info 794  [16:12:35.438] getCompletionData: Get previous token 1: 0.033229947090148926
Info 795  [16:12:35.448] getCompletionData: Get previous token 2: 3.673801898956299
Info 796  [16:12:35.448] getCompletionsAtPosition: isCompletionListBlocker: 0.015643000602722168
Info 797  [16:12:35.450] getSymbolsFromOtherSourceFileExports: Using cached list
Info 798  [16:12:35.451] getCompletionData: Semantic work: 2.4835749864578247
Info 799  [16:12:35.457] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 5.9737160205841064
Info 800  [16:12:35.461] getCompletionData: Get current token: 0.019644975662231445
Info 801  [16:12:35.461] getCompletionData: Is inside comment: 0.011673927307128906
Info 802  [16:12:35.461] getCompletionData: Get previous token 1: 0.042559027671813965
Info 803  [16:12:35.461] getCompletionData: Get previous token 2: 0.04393899440765381
Info 804  [16:12:35.461] getCompletionsAtPosition: isCompletionListBlocker: 0.013941049575805664
Info 805  [16:12:35.464] getSymbolsFromOtherSourceFileExports: Using cached list
Info 806  [16:12:35.464] getCompletionData: Semantic work: 2.8859750032424927
Info 807  [16:12:35.471] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 6.773050904273987
Info 808  [16:12:35.505] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 809  [16:12:35.511] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 123 structureChanged: false Elapsed: 4.238641977310181ms
Info 810  [16:12:35.511] Different program with same set of files:: structureIsReused:: 2
Info 811  [16:12:35.512] getCompletionData: Get current token: 0.011455059051513672
Info 812  [16:12:35.512] getCompletionData: Is inside comment: 0.007348060607910156
Info 813  [16:12:35.512] getCompletionData: Get previous token 1: 0.03748297691345215
Info 814  [16:12:35.512] getCompletionData: Get previous token 2: 0.0416719913482666
Info 815  [16:12:35.512] getCompletionsAtPosition: isCompletionListBlocker: 0.015116095542907715
Info 816  [16:12:35.517] getSymbolsFromOtherSourceFileExports: Using cached list
Info 817  [16:12:35.517] getCompletionData: Semantic work: 4.8800660371780396
Info 818  [16:12:35.529] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 3.1644089221954346
Info 819  [16:12:35.535] getCompletionData: Get current token: 0.010836005210876465
Info 820  [16:12:35.535] getCompletionData: Is inside comment: 0.008004903793334961
Info 821  [16:12:35.535] getCompletionData: Get previous token 1: 0.036875009536743164
Info 822  [16:12:35.535] getCompletionData: Get previous token 2: 0.04090094566345215
Info 823  [16:12:35.535] getCompletionsAtPosition: isCompletionListBlocker: 0.013865947723388672
Info 824  [16:12:35.546] getSymbolsFromOtherSourceFileExports: Using cached list
Info 825  [16:12:35.546] getCompletionData: Semantic work: 11.39671802520752
Info 826  [16:12:35.550] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 3.6254860162734985
Info 827  [16:12:35.554] getCompletionData: Get current token: 0.012089967727661133
Info 828  [16:12:35.555] getCompletionData: Is inside comment: 0.0142059326171875
Info 829  [16:12:35.555] getCompletionData: Get previous token 1: 0.05816197395324707
Info 830  [16:12:35.559] getCompletionData: Get previous token 2: 4.146108984947205
Info 831  [16:12:35.559] getCompletionsAtPosition: isCompletionListBlocker: 0.014603972434997559
Info 832  [16:12:35.562] getSymbolsFromOtherSourceFileExports: Using cached list
Info 833  [16:12:35.562] getCompletionData: Semantic work: 3.1119450330734253
Info 834  [16:12:35.566] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 3.6530508995056152
Info 835  [16:12:35.582] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 836  [16:12:35.617] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 124 structureChanged: false Elapsed: 35.42662692070007ms
Info 837  [16:12:35.617] Different program with same set of files:: structureIsReused:: 2
Info 838  [16:12:35.617] getCompletionData: Get current token: 0.012198090553283691
Info 839  [16:12:35.618] getCompletionData: Is inside comment: 0.006779074668884277
Info 840  [16:12:35.618] getCompletionData: Get previous token 1: 0.038395047187805176
Info 841  [16:12:35.618] getCompletionData: Get previous token 2: 0.21977603435516357
Info 842  [16:12:35.618] getCompletionsAtPosition: isCompletionListBlocker: 0.013496994972229004
Info 843  [16:12:35.644] getSymbolsFromOtherSourceFileExports: Using cached list
Info 844  [16:12:35.644] getCompletionData: Semantic work: 26.21231198310852
Info 845  [16:12:35.650] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 4.01810896396637
Info 846  [16:12:35.676] getCompletionData: Get current token: 0.007966041564941406
Info 847  [16:12:35.676] getCompletionData: Is inside comment: 0.005535006523132324
Info 848  [16:12:35.676] getCompletionData: Get previous token 1: 0.1101609468460083
Info 849  [16:12:35.676] getCompletionData: Get previous token 2: 0.039147019386291504
Info 850  [16:12:35.676] getCompletionsAtPosition: isCompletionListBlocker: 0.012766003608703613
Info 851  [16:12:35.692] getSymbolsFromOtherSourceFileExports: Using cached list
Info 852  [16:12:35.696] getCompletionData: Semantic work: 20.32471799850464
Info 853  [16:12:35.700] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 3.1951050758361816
Info 854  [16:12:35.707] getCompletionData: Get current token: 0.01299905776977539
Info 855  [16:12:35.708] getCompletionData: Is inside comment: 0.010316967964172363
Info 856  [16:12:35.708] getCompletionData: Get previous token 1: 0.04214000701904297
Info 857  [16:12:35.708] getCompletionData: Get previous token 2: 0.04621398448944092
Info 858  [16:12:35.708] getCompletionsAtPosition: isCompletionListBlocker: 0.022443056106567383
Info 859  [16:12:35.710] getSymbolsFromOtherSourceFileExports: Using cached list
Info 860  [16:12:35.710] getCompletionData: Semantic work: 2.228920102119446
Info 861  [16:12:35.722] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 12.005316019058228
Info 862  [16:12:35.730] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 863  [16:12:35.734] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 125 structureChanged: false Elapsed: 4.265283107757568ms
Info 864  [16:12:35.734] Different program with same set of files:: structureIsReused:: 2
Info 865  [16:12:35.735] getCompletionData: Get current token: 0.015208005905151367
Info 866  [16:12:35.735] getCompletionData: Is inside comment: 0.005942940711975098
Info 867  [16:12:35.735] getCompletionData: Get previous token 1: 0.050068020820617676
Info 868  [16:12:35.735] getCompletionData: Get previous token 2: 0.038432955741882324
Info 869  [16:12:35.735] getCompletionsAtPosition: isCompletionListBlocker: 0.016447901725769043
Info 870  [16:12:35.737] getSymbolsFromOtherSourceFileExports: Using cached list
Info 871  [16:12:35.737] getCompletionData: Semantic work: 2.1552799940109253
Info 872  [16:12:35.744] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 6.696648955345154
Info 873  [16:12:35.752] getCompletionData: Get current token: 0.03755509853363037
Info 874  [16:12:35.753] getCompletionData: Is inside comment: 0.01584601402282715
Info 875  [16:12:35.753] getCompletionData: Get previous token 1: 0.07815694808959961
Info 876  [16:12:35.754] getCompletionData: Get previous token 2: 0.82555091381073
Info 877  [16:12:35.754] getCompletionsAtPosition: isCompletionListBlocker: 0.029284954071044922
Info 878  [16:12:35.756] getSymbolsFromOtherSourceFileExports: Using cached list
Info 879  [16:12:35.756] getCompletionData: Semantic work: 2.5451430082321167
Info 880  [16:12:35.763] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 6.093886017799377
Info 881  [16:12:35.766] getCompletionData: Get current token: 0.011475086212158203
Info 882  [16:12:35.767] getCompletionData: Is inside comment: 0.005532979965209961
Info 883  [16:12:35.767] getCompletionData: Get previous token 1: 0.029806017875671387
Info 884  [16:12:35.767] getCompletionData: Get previous token 2: 0.032885074615478516
Info 885  [16:12:35.767] getCompletionsAtPosition: isCompletionListBlocker: 0.023286104202270508
Info 886  [16:12:35.769] getSymbolsFromOtherSourceFileExports: Using cached list
Info 887  [16:12:35.769] getCompletionData: Semantic work: 2.0620079040527344
Info 888  [16:12:35.775] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 6.154520034790039
Info 889  [16:12:36.072] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 890  [16:12:36.076] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 126 structureChanged: false Elapsed: 3.9472399950027466ms
Info 891  [16:12:36.076] Different program with same set of files:: structureIsReused:: 2
Info 892  [16:12:36.197] getCompletionData: Get current token: 0.012891054153442383
Info 893  [16:12:36.198] getCompletionData: Is inside comment: 0.006121039390563965
Info 894  [16:12:36.198] getCompletionData: Get previous token 1: 0.0421980619430542
Info 895  [16:12:36.198] getCompletionData: Get previous token 2: 0.028612971305847168
